word,kelime
but-,Ancak-
engineering,mühendislik
element,eleman
balloon,balon
ty,sana
broadcast,yayın
spray,sprey
ninja,Ninja
eternity,sonsuzluk
handy,kullanışlı
to-,ile-
crawl,sürünmek
slice,dilim
nations,uluslar
behaviour,davranış
pace,adımlamak
stiff,sert
lick,yalamak
concrete,beton
allah,Allah
vegetables,sebze
euros,euro
sausage,sosis
constable,polis memuru
spinning,eğirme
rolls,rulolar
genetic,genetik
loudly,yüksek sesle
old-fashioned,eski moda
marvelous,muhteşem
subway,metro
creep,sürünme
scheme,şema
performed,gerçekleştirilen
ex-wife,eski eş
plug,fiş
rejected,Reddedilmiş
brenda,brenda
respected,saygı duyulan
backs,sırtlar
protocol,protokol
muscles,kaslar
kidney,böbrek
finishing,bitirme
products,ürünler
im,Ben
wu,sen
invasion,istila
affection,alaka
woody,odunsu
endless,sonsuz
discipline,disiplin
horns,boynuzlar
absence,yokluk
waking,uyanma
dudes,ahbaplar
philosophy,felsefe
cracked,çatlak
nicholas,Nicholas
reed,kamış
verdict,hüküm
drake,ejder
connections,bağlantılar
privilege,ayrıcalık
anyhow,neyse
scent,koku
naive,toy
daylight,gün ışığı
controls,kontroller
airplane,uçak
values,değerler
jolly,neşeli
swore,yemin
blaring,gürültülü
consent,onay
puzzle,bulmaca
disagree,aynı fikirde olmamak
argh,ahhh
winds,rüzgarlar
vanished,ortadan kayboldu
wizard,sihirbaz
ranger,korucu
celebrity,ünlü
sniffles,burnunu çekmek
stores,mağazalar
aha,Aha
intentions,niyetler
plague,veba
farmers,çiftçiler
breeze,esinti
rascal,serseri
convenient,uygun
bonus,bonus
dong,dong
hush,sus
instinct,içgüdü
entitled,hak sahibi
porter,kapıcı
maurice,Maurice
wrist,bilek
originally,aslen
coins,paralar
drain,boşaltmak
physics,fizik
phoebe,Phoebe
furious,çok öfkeli
sniffs,koklamak
vampires,vampirler
defending,savunmak
sector,sektör
income,gelir
finn,Finlandiya
offended,gücenmiş
decides,karar verir
laser,lazer
fled,kaçtı
beers,biralar
boxing,boks
accurate,kesin
kung,kung
snakes,yılanlar
thumb,baş parmak
bald,kel
sharon,Şaron
suspicion,şüphe
convicted,mahkum
roots,kökler
shares,hisseler
bernard,Bernard
jessie,jessie
wang,Wang
harrison,Harrison
blues,hüzün
confusing,kafa karıştırıcı
lobby,lobi
recipe,yemek tarifi
las,evet
winston,Winston
generally,genel olarak
seeking,Aranıyor
secretly,gizlice
declare,ilan etmek
freaked,çıldırmış
missile,füze
ensure,emin olmak
tricky,zorlu
pointed,sivri
hockey,hokey
bubble,kabarcık
contacts,kişiler
maximum,maksimum
reminded,hatırlattı
carriage,taşıma
curtain,perde
clues,ipuçları
hostages,rehineler
circles,daireler
author,yazar
wallace,Wallace
receiving,alma
debts,borçlar
cellar,kiler
tortured,işkence görmüş
tips,ipuçları
mates,arkadaşlar
mortal,ölümlü
reporters,muhabirler
associate,iş arkadaşı
honesty,dürüstlük
laptop,dizüstü bilgisayar
jung,Jung
katherine,Katherine
rainbow,gökkuşağı
seed,tohum
mature,olgun
deed,senet
kay,kay
expenses,giderler
discussing,tartışıyor
pirate,korsan
meals,yemekler
performing,performans
remained,kaldı
prostitute,fahişe
adams,Adem
retirement,emeklilik
platform,platformu
claus,baba
erica,Erica
beds,yataklar
writes,yazıyor
illusion,yanılsama
mill,değirmen
dealt,dağıtıldı
hears,duyar
tryin,deniyorum
manhattan,Manhattan
mole,mol
rang,çaldı
prosecution,kovuşturma
fatal,ölümcül
copper,bakır
troubled,sorunlu
heir,mirasçı
traces,izler
owners,sahipleri
length,uzunluk
dentist,dişçi
zach,zach
lesbian,lezbiyen
enterprise,girişim
tournament,turnuva
travelling,seyahat
confessed,itiraf etti
roast,haşlamak
website,web sitesi
ja,evet
mikey,Mikey
flood,sel basmak
harbor,liman
lola,hahaha
rory,rory
richie,zengin
mansion,konak
mademoiselle,matmazel
auction,açık artırma
desires,arzular
bachelor,üniversite mezunu
haunted,perili
distracted,dikkati dağılmış
smashed,parçalanmış
rodney,Rodney
scheduled,planlanmış
negotiate,müzakere etmek
champ,şampiyon
allows,izin verir
shotgun,pompalı tüfek
nigger,zenci
cocktail,kokteyl
donkey,eşek
pointing,işaret etmek
butler,kahya
dizzy,başı dönmek
methods,yöntemler
reference,referans
georgia,Georgia
bully,kabadayı
lydia,Lydia
collapse,yıkılmak
alfred,Alfred
ana,ana
minimum,minimum
chairs,sandalyeler
hee,hee
patty,köfte
owes,borçlu
included,dahil
carmen,carmen
civilization,uygarlık
prices,fiyatlar
wealthy,zengin
bart,bart
depression,depresyon
tide,gelgit
rented,kiralık
bra,sutyen
lin,lin
fellows,arkadaşlar
rot,çürüme
password,şifre
th,bu
kirk,kirk
pedro,pedro
spill,dökülme
cured,iyileşmiş
naomi,Naomi
hardest,en zor
deceased,merhum
sleepy,uykulu
static,statik
hawaii,Hawaii
almighty,Yüce
murray,murray
offers,teklifler
bruno,Bruno
phrase,ifade etmek
disgrace,rezalet
sources,kaynaklar
approval,onay
turtles,kaplumbağalar
screech,çığlık
snack,atıştırmalık
collected,toplandı
ding,ding
fur,kürk
jewels,mücevherler
jan,Ocak
cheek,yanak
legally,yasal olarak
ditch,hendek
benefits,faydalar
roars,kükreyen
arnold,arnold
dime,on sent
domestic,yerel
chuckle,kıkırdama
hack,kesmek
ransom,fidye
chang,değişiklik
bore,delik
muslim,Müslüman
loads,yükler
waitress,Garson
nurses,hemşireler
glenn,Glenn
spite,kin
rebel,isyancı
clearing,takas
andre,andre
fortunate,şanslı
survivors,hayatta kalanlar
reply,cevap vermek
disappoint,hayal kırıklığına uğratmak
orbit,yörünge
expose,ortaya çıkarmak
gin,cin
austin,Austin
toe,ayak parmağı
sympathy,sempati
intel,bilgi
growth,büyüme
psychiatrist,psikiyatrist
m.,M.
slams,çarparak
encounter,rastlamak
daphne,defne
passenger,yolcu
monkeys,maymunlar
accompany,eşlik etmek
hats,şapkalar
column,kolon
sigh,iç çekmek
pounding,vurma
economic,ekonomik
tales,masallar
theirs,onlarınki
brat,velet
follows,takip ediyor
spreading,yayılıyor
sister-in-law,Baldız
burt,yanık
hilarious,gülünç
hallway,koridor
hamilton,hamilton
the-,-
exclusive,özel
chimes,çanlar
greet,selamlaşmak
decades,onlarca yıl
bowling,bowling
buttons,düğmeler
confusion,"bilinç bulanıklığı, konfüzyon"
thud,gümbürtü
hooker,fahişe
ruining,bozma
dreadful,korkunç
collecting,toplama
lions,aslanlar
sheila,sheila
douglas,douglas
february,Şubat
elvis,elvis
forty,kırk
sleeps,uyur
sung,söylenmiş
brass,pirinç
shrink,çekmek
zack,zack
whimpers,sızlanmalar
sworn,yeminli
email,e-posta
proven,kanıtlanmış
tasty,lezzetli
covers,Kapaklar
sandwiches,sandviçler
rarely,nadiren
wyatt,Wyatt
programme,programı
irene,irene
dee,dee
contacted,temasa geçildi
chemistry,kimya
assured,emin
applied,uygulanan
elected,seçilmiş
subjects,konular
lust,şehvet
label,etiket
shakespeare,Shakespeare
tan,bronzluk
ego,ego
forgiven,affedildi
phoenix,anka kuşu
companion,arkadaş
lottery,piyango
worm,solucan
publicity,tanıtım
butterfly,kelebek
dialogue,diyalog
cal,cal
2nd,2.
tremendous,muazzam
pervert,sapık
establish,kurmak
dearest,canım
intimate,samimi
eager,istekli
se,se
cathy,Cathy
atlantic,Atlantik
contains,içerir
thompson,Thompson
shirley,Shirley
bets,bahisler
inhales,nefes alır
presentation,sunum
allergic,alerjik
den,den
wells,kuyular
spoiled,bozuk
chen,Chen
accomplished,başarılı
repay,borcunu ödemek
politicians,politikacılar
logic,mantık
gratitude,minnettarlık
afghanistan,Afganistan
exception,istisna
ultimately,sonuçta
pablo,pablo
compromise,anlaşmak
majority,çoğunluk
journal,dergi
signals,sinyaller
bent,bükülmüş
dock,rıhtım
meg,mega
essential,gerekli
campbell,kamp çanı
climate,iklim
experiments,deneyler
ink,mürekkep
magazines,dergiler
rivers,nehirler
teresa,teresa
administration,yönetim
passionate,tutkulu
precise,kesin
lawn,çim
via,aracılığıyla
jeans,kot
murmuring,mırıldanma
resort,tatil yeri
announced,duyuruldu
buddha,Buda
fries,patates kızartması
capacity,kapasite
lena,lena
opponent,rakip
chains,zincirler
minus,eksi
caitlyn,Caitlyn
apples,elmalar
angie,Angie
seattle,Seattle
aww,ah
instrument,enstrüman
healing,iyileştirme
convention,kongre
messenger,haberci
explore,keşfetmek
sonia,sonya
versus,karşı
survivor,hayatta kalan
ruled,hüküm sürdü
boyd,boyd
clarence,açıklık
madison,Madison
cough,öksürük
experts,uzmanlar
disguise,kılık değiştirmek
archer,okçu
bicycle,bisiklet
noises,sesler
inviting,davetkar
pregnancy,gebelik
declared,ilan edildi
yi,evet
vicky,Vicky
drums,davul
wooden,ahşap
innocence,masumiyet
mouths,ağızlar
bees,arılar
creaking,gıcırdayan
cloth,kumaş
sasha,sasha
unh,hah
skies,gökyüzü
painter,ressam
allies,müttefikler
miguel,miguel
pond,gölet
runway,pist
robbie,soyguncu
assist,yardım etmek
lana,lana
presented,sundu
mona,mona
sickness,hastalık
civilian,sivil
fighters,savaşçılar
facebook,facebook
customs,gümrük
florence,Floransa
remembers,hatırlıyor
sharks,köpekbalıkları
juliet,Juliet
shrimp,karides
tore,yırttı
seventh,yedinci
ou,sen
avoiding,kaçınmak
dawson,Şafak vakti
isaac,isaac
rolled,haddelenmiş
championship,şampiyonluk
household,ev
float,batmadan yüzmek
chad,Çad
ballet,bale
cracking,çatlama
raj,Raj
possessed,ele geçirilmiş
harmless,zararsız
curiosity,merak
vicious,kısır
officials,memurlar
glove,eldiven
nearest,en yakın
manny,manny
begged,yalvardı
que,kuyruk
withdraw,geri çekilmek
shocking,şok edici
guessed,tahmin edildi
nightmares,kabuslar
greedy,aç gözlü
forehead,alın
corps,kolordu
pirates,korsanlar
rudy,kırmızı
reservation,rezervasyon
hunters,avcılar
fog,sis
flu,nezle
good-looking,iyi görünümlü
hint,ipucu
peanut,fıstık
stark,katı
gamble,kumar
erin,Erin
autumn,sonbahar
bracelet,bileklik
contain,içermek
arrogant,kibirli
simpson,simpson
piper,kavalcı
knocks,kapı vuruşları
sperm,sperm
gesture,jest yapmak
materials,malzemeler
lindsay,Lindsay
alexis,Alexis
ticking,tik tak
standards,standartlar
ribs,kaburga
receipt,fiş
regards,saygılarımla
whatsoever,ne olursa olsun
homeland,vatan
leap,sıçramak
targets,hedefler
snoring,horlama
damon,Damon
leaf,yaprak
jar,kavanoz
brooke,Brooke
proposed,önerilen
savage,vahşi
caring,önemseme
ivy,sarmaşık
approximately,yaklaşık olarak
d.,D.
kidnap,kaçırmak
carries,taşır
bounce,sıçrama
creek,dere
pony,midilli
cleaner,temizleyici
businessman,işadamı
ha-ha,ha-ha
lunatic,deli
unlikely,olası değil
gal,gal
situations,durumlar
colony,koloni
sells,satıyor
choi,choi
chambers,odalar
volume,hacim
sweets,tatlılar
panties,külot
respects,saygılar
reads,okur
seeds,tohumlar
engage,angaje etmek
explosives,patlayıcılar
stewart,Stewart
violet,menekşe
mutual,karşılıklı
lighting,aydınlatma
scores,puanlar
lenny,lenny
savings,tasarruf
beware,dikkatli ol
stephanie,Stephanie
educated,eğitimli
complaints,şikayetler
cassie,Cassie
doomed,mahkum
offensive,saldırgan
harvest,hasat
qualified,nitelikli
relaxed,rahat
cape,pelerin
buffalo,manda
triple,üçlü
fireworks,havai fişek
palmer,avuç içi avcısı
armor,zırh
poverty,yoksulluk
leadership,liderlik
rode,sürmek
ambition,tutku
cakes,kekler
trousers,pantolonlar
bean,fasulye
melt,eritmek
racist,ırkçı
bam,bam
ankle,bilek
occupied,dolu
nicer,daha hoş
correctly,doğru şekilde
terrifying,korkutucu
hugh,Hugh
gasp,nefesi kesilmek
villain,kötü adam
willy,istekli
marc,marc
draft,taslak
factor,faktör
whew,vay be
countess,kontes
portrait,portre
suggests,öneriyor
font,yazı tipi
blair,Blair
learnt,öğrenildi
pencil,kalem
coordinates,koordinatlar
collapsed,çöktü
reserve,rezerv
jeffrey,jeffrey
shirts,gömlek
umbrella,şemsiye
stevie,Stevie
ta,ta
traveled,seyahat etti
auto,oto
logical,mantıksal
chew,çiğnemek
eliminate,elemek
beverly,Beverly
carbon,karbon
cancelled,iptal edildi
crawling,emekleme
stepping,adım atma
independence,bağımsızlık
medium,orta
canceled,iptal edildi
tess,tes
fanny,fanny
seated,oturmuş
upbeat,iyimser
asian,Asya
drowning,boğulma
messy,dağınık
quest,arayış
represents,temsil etmek
fletcher,fletcher
memorial,anıt
doyle,doyle
stressed,stresli
bearing,rulman
watches,saatler
spoon,kaşık
cooperation,işbirliği
tucker,entrikacı
earthquake,deprem
sailing,yelkencilik
involve,içermek
houston,Houston
asia,Asya
spectacular,muhteşem
reliable,güvenilir
it-,BT-
breach,çiğneme
sophisticated,komplike
echo,yankı
indicate,belirtmek
swamp,bataklık
vehicles,Araçlar
manual,manuel
elegant,zarif
compound,birleştirmek
serves,hizmet eder
scares,korkutuyor
rattling,tıkırtı
pursue,izlemek
dreamt,rüya gördüm
stefan,Stefan
revolutionary,devrimci
wa,wa
rig,teçhizat
convincing,inandırıcı
fiona,fiona
tribal,kabile
cleveland,Cleveland
lex,lex
depth,derinlik
blaming,suçlama
aids,AIDS
elaine,elaine
wakes,uyanır
occur,meydana gelmek
1st,1.
camping,kamp
fart,osuruk
stamp,damga vurmak
kathy,Kathy
assassin,suikastçı
approved,onaylı
crucial,hayati
annual,yıllık
torch,meşale
dallas,dallas
fulfill,yerine getirmek
bon,iyi şanslar
resting,dinlenme
reunion,yeniden birleşme
witnessed,şahit oldum
graduated,mezun
sub,alt
howling,uluyan
clyde,Clyde
hospitals,hastaneler
stall,durak
legacy,miras
otto,Otto
riot,isyan
shops,mağazalar
whereabouts,nerede
teenager,genç
samuel,samuel
squealing,ciyaklayan
mines,mayınlar
danced,dans etti
crowded,kalabalık
orleans,orleans
literature,edebiyat
3rd,3.
morgue,morg
strongest,en güçlü
agnes,Agnes
transmission,bulaşma
20th,20.
panel,paneli
sole,ayak tabanı
sequence,sekans
sexually,cinsel olarak
o.k.,Tamam.
georgie,George
hugo,hugo
denny,denny
smack,şaplak
congratulate,tebrik etmek
anxiety,endişe
choking,boğulma
tolerate,tahammül etmek
mode,mod
communications,iletişim
welfare,refah
dice,zar
orphan,yetim
locks,kilitler
settlement,yerleşim
advertising,reklam
uniforms,üniformalar
mcgee,mcgee
devoted,sadık
shoots,vuruyor
principles,ilkeler
circuit,devre
nickname,takma ad
dot,nokta
elderman,ihtiyar
scenario,senaryo
choir,koro
stunt,gösteri
smoked,füme
isolated,izole edilmiş
equally,eşit olarak
statements,ifadeler
gil,Gil
shaw,şal
lipstick,ruj
courtesy,nezaket
hobby,hobi
hesitate,tereddüt etmek
hatch,kapak
luis,Luis
sylvia,silvia
phoned,telefon etti
experiences,deneyimler
popped,patladı
quid,sterlin
fragile,kırılgan
husbands,kocalar
fiction,kurgu
persuade,ikna etmek
pastor,papaz
dolls,oyuncak bebekler
pose,poz
ji,ji
ming,ming
rupees,rupi
tricked,kandırılmış
ruins,kalıntılar
sadly,ne yazık ki
owed,borçlu
importantly,önemlisi
louie,Louie
industrial,endüstriyel
musician,müzisyen
labour,iş gücü
evolution,evrim
salute,selam
ba,ba
cent,sent
bartender,barmen
calendar,takvim
hal,selam
miracles,mucizeler
balcony,balkon
horny,azgın
regard,saygınlık
valerie,Valerie
fold,katlamak
organs,organlar
nigel,zenci
theo,teo
einstein,Einstein
boris,boris
suitable,uygun
inaudible,duyulamayan
son-in-law,Damat
melody,melodi
phillip,Phillip
movements,hareketler
differences,farklılıklar
barbecue,barbekü
trading,ticaret
strongly,şiddetle
fluid,sıvı
scholarship,burs
translation,çeviri
cricket,kriket
shuttle,mekik
moans,inliyor
quicker,daha hızlı
picks,seçtikleri
murderers,katiller
videos,videolar
initial,ilk
perimeter,çevre
questioned,sorgulandı
yea,evet
cousins,kuzenler
divided,bölünmüş
linked,bağlantılı
laboratory,laboratuvar
but,Ancak
crab,yengeç
pulls,çeker
landlord,ev sahibi
reggie,reggie
hostile,düşmanca
classified,sınıflandırılmış
cultural,kültürel
measures,miktar
update,güncelleme
cottage,kır evi
backyard,arka bahçe
amateur,amatör
chopper,helikopter
rash,döküntü
despair,çaresizlik
honorable,onurlu
shiny,parlak
hawk,şahin
shorts,şort
ni,hayır
representative,temsilci
wong,wong
pouring,dökme
distress,sıkıntı
tanner,tabakçı
telegram,telgraf
pimp,pezevenk
dip,daldırma
trophy,kupa
marilyn,marilyn
hallelujah,şükürler olsun
neal,neal
es,es
howdy,selam
misses,özlüyor
flush,floş
magician,büyücü
dynamite,dinamit
cuba,Küba
conquer,fethetmek
unpleasant,tatsız
jealousy,kıskançlık
regrets,pişmanlıklar
lifted,kaldırdı
increased,artırılmış
toxic,zehirli
broadway,Broadway
sakes,aşkına
pudding,puding
rally,miting
needing,ihtiyaç duymak
bloom,çiçek açmak
corporation,şirket
buys,satın alır
disorder,düzensizlik
interrupting,sözünü kesmek
sadness,üzüntü
needn,ihtiyaç
cease,durdurmak
barnes,barnes
scoundrel,alçak
sensible,mantıklı
evans,evans
specialist,uzman
dragging,sürükleyerek
bribe,rüşvet
burke,Burke
bothers,rahatsız ediyor
interrogation,sorgulama
prescription,reçete
referring,atıfta bulunmak
knives,bıçaklar
graduation,mezuniyet
t-shirt,tişört
liking,hoşlanma
bubbles,kabarcıklar
grid,ızgara
haircut,saç kesimi
regardless,ne olursa olsun
lodge,kulübe
poisoning,zehirlenme
feathers,tüyler
edgar,Edgar
software,yazılım
marina,marina
sophia,Sophia
queens,kraliçeler
oak,meşe
trips,geziler
scaring,korkutmak
avery,Avery
awhile,bir süre
sofa,divan
conscious,bilinçli
swords,kılıçlar
instincts,içgüdüler
deliberately,kasten
starve,açlıktan ölmek
j.,J.
venus,Venüs
olive,zeytin
maniac,manyak
psychological,psikolojik
robinson,Robinson
soo,çok
belle,güzel
landscape,manzara
straw,pipet
dam,baraj
mandy,Mandy
sayin,diyor
accuse,suçlamak
is-,bu...
rehab,rehabilitasyon
switzerland,İsviçre
agenda,gündem
glue,zamk
salesman,satıcı
diner,lokanta
projects,projeler
floors,zeminler
mainly,daha çok
biological,biyolojik
sincere,içten
weigh,tartmak
pad,ped
swiss,İsviçre
cue,işaret
witches,cadılar
opposed,karşı çıktı
brand-new,yepyeni
tourists,turistler
sneaking,gizlice
harvard,Harvard
spying,casusluk
sketch,kroki
parliament,parlamento
behold,işte
blamed,suçlandı
topic,başlık
offices,ofisler
sacrificed,kurban edildi
loop,döngü
drivers,sürücüler
battles,savaşlar
blond,sarışın
plead,yalvarmak
races,yarışlar
tanya,tanya
salmon,somon
bizarre,tuhaf
rico,Riko
isabel,isabel
wig,peruk
reaches,ulaşır
heights,yükseklikler
i-i-i,ben-i-i
possibilities,olasılıklar
wax,balmumu
travels,seyahatler
confidential,gizli
pursuit,kovalama
herd,sürü
scissors,makas
cd,CD
spies,casuslar
exams,sınavlar
invention,buluş
explaining,açıklayan
replacement,yenisiyle değiştirme
bombing,bombalama
erik,erik
springs,yaylar
chelsea,Chelsea
sabrina,sabrina
kicks,tekmeler
integrity,bütünlük
dash,kısa çizgi
jae,evet
senate,senato
mentally,zihinsel olarak
flee,kaçmak
gangster,gangster
beautifully,güzel
roberts,Roberts
slim,ince
choosing,seçme
promising,umut verici
objective,amaç
joyce,Joyce
altogether,tamamen
attract,cezbetmek
ernie,Ernie
melanie,Melanie
prep,hazırlık
neighbours,komşular
nailed,çivilenmiş
briefcase,evrak çantası
buzzer,zil
quitting,bırakmak
puppet,kukla
restore,eski haline getirmek
dozens,düzinelerce
betting,bahis
pancakes,krep
corridor,koridor
embarrass,utandırmak
visits,ziyaretler
database,veritabanı
cheryl,kiraz
achieved,elde edildi
sucking,emme
encourage,cesaretlendirmek
grades,notlar
gps,Küresel Konumlama Sistemi
barks,soyulmuş kabuk
patterns,desenler
relevant,ilgili
mafia,mafya
hudson,Hudson
expense,gider
intact,bozulmamış
occasionally,ara sıra
kiddo,ufaklık
heartbeat,kalp atışı
identical,birebir aynı
cigar,puro
billions,milyarlarca
alec,alec
gained,kazanılmış
venice,Venedik
classical,klasik
noodles,erişte
consistent,tutarlı
clip,klip
resign,istifa etmek
insects,böcekler
failing,başarısız
organic,organik
seize,ele geçirmek
charging,şarj oluyor
mug,saldırıp soymak
iris,iris
crow,karga
ella,ella
fountain,çeşme
observation,gözlem
abortion,kürtaj
railroad,demiryolu
straighten,düzeltmek
legitimate,meşru
sting,acı
youngest,en genç
fork,çatal
du,du
flynn,uçmak
ciao,görüşürüz
coroner,adli tabip
jonas,jonas
marching,yürüyen
touches,dokunur
jade,yeşim
feared,korkulan
griffin,grifon
expedition,sefer
forcing,zorlama
neighbour,komşu
digital,dijital
deeds,işler
milan,Milano
bernie,Bernie
a-,A-
attic,çatı katı
jr,Jr.
whores,fahişeler
sentimental,duygusal
cooler,soğutucu
eun,eun
bert,bert
feds,federaller
reese,Reese
plea,savunma
polly,Polly
metres,metre
harmony,uyum
difficulty,zorluk
bands,bantlar
dried,kurutulmuş
aunty,teyze
maker,yapıcı
randall,Randall
supporting,destek
brake,fren
girlfriends,kız arkadaşlar
features,özellikler
photography,fotoğrafçılık
vengeance,intikam
inappropriate,uygunsuz
vacuum,vakum
throws,atar
kane,Kane
residents,sakinleri
endure,dayanmak
substance,madde
corrupt,yozlaşmış
potter,çömlekçi
investigator,araştırmacı
thread,iplik
it,BT
priests,rahipler
gap,açıklık
whining,sızlanan
scarf,atkı
institution,kurum
immortal,ölümsüz
marsh,bataklık
chapel,şapel
desperately,umutsuzca
accidents,kazalar
alcoholic,alkollü
fabric,kumaş
nazis,naziler
railway,demiryolu
sal,sal
dame,kadın
rebels,isyancılar
custom,gelenek
pension,emeklilik
cans,kutular
possess,elinde bulundurmak
kira,kira
poster,poster
developing,gelişen
addict,bağımlı
feature,özellik
cope,başa çıkmak
lords,lordlar
delightful,keyifli
wrestling,güreş
c.,C.
rio,Rio
reduce,azaltmak
rescued,kurtarıldı
peg,çivi
mercedes,mercedes
guaranteed,garantili
emotionally,duygusal olarak
poland,Polonya
accountant,muhasebeci
theories,teoriler
me-,Ben-
tumor,tümör
automatic,otomatik
amusing,eğlenceli
unnecessary,gereksiz
higgins,Higgins
voting,oy verme
buster,vahşi
stadium,stadyum
visible,görünür
easter,Paskalya
jeep,jip
dj,DJ
les,les
garcia,garcia
tracked,paletli
ignorant,cahil
pledge,rehin
deserted,ıssız
esther,ester
rum,ROM
fisher,balıkçı
wheelchair,tekerlekli sandalye
salvation,kurtuluş
lester,lester
wonders,harikalar
clattering,takırdayan
don`t,yapma
maintenance,Bakım
tobacco,tütün
underwater,sualtı
divide,bölmek
slightest,en ufak
discount,indirim
yoga,yoga
vagina,vajina
rushing,acele
modest,mütevazı
make-up,makyaj yapmak
wes,biz
reduced,azaltılmış
t.,T.
whisper,fısıltı
pressing,basma
tops,üstler
variety,çeşitlilik
ignored,görmezden gelindi
helena,Helena
writers,yazarlar
grain,tahıl
essentially,esasen
archie,Archie
ofthe,arasında
individuals,bireyler
meredith,Meredith
gavin,Gavin
subtle,hemen göze çarpmayan
interviews,röportajlar
pinky,serçe parmağı
cord,kordon
sites,siteler
brennan,Brennan
maddie,maddi
vienna,Viyana
issued,Veriliş
lasted,sürdü
explosive,patlayıcı
origin,köken
unto,üzerine
rogue,haydut
x-ray,röntgen
superintendent,müfettiş
cody,Kod
jacques,Jacques
ol,ol
challenges,zorluklar
corruption,yolsuzluk
sullivan,Sullivan
shutter,deklanşör
erase,silmek
ski,kayak
forensics,adli tıp
flavor,lezzet
fastest,en hızlı
joon,joon
vet,veteriner
civilians,siviller
lobster,Istakoz
housing,konut
canal,kanal
robots,robotlar
shade,gölge
ambitious,hırslı
orchestra,orkestra
succeeded,Başarılı
guidance,rehberlik
hence,buradan
bella,bella
seoul,seul
jose,Jose
inevitable,kaçınılmaz
tick,kene
rival,rakip
refuses,reddediyor
fiancé,nişanlı
purchase,satın almak
wander,dolaşmak
ireland,İrlanda
hanna,hanna
hanged,asıldı
napoleon,Napolyon
elite,elit
craft,zanaat
cult,kült
whisky,viski
profits,kar
shelf,raf
kai,Kai
allowing,izin vermek
chart,çizelge
accusing,suçluyor
buzzes,vızıltı
weekends,hafta sonları
humiliated,aşağılanmış
fiancée,nişanlısı
hissing,tıslama
treats,davranır
granddaughter,torunu
serena,serena
submit,göndermek
supervisor,gözetmen
sniffing,koklama
resident,ikamet eden kişi
tearing,yırtılma
obliged,zorunlu
opportunities,fırsatlar
knights,şövalyeler
hangs,Takılıyor
jerusalem,Kudüs
stew,güveç
counted,sayılır
instruments,aletleri
triumph,zafer
nun,rahibe
frequency,sıklık
resume,sürdürmek
marines,denizciler
distract,dikkatini dağıtmak
satisfaction,memnuniyet
historical,tarihi
creates,yaratır
costumes,kostümler
swedish,İsveççe
lizzie,Kertenkele
depending,bağlı olarak
sour,ekşi
spark,kıvılcım
freely,özgürce
scotty,İskoç
freaks,ucubeler
d.a.,da.a.
shan,Şan
globe,küre
peak,doruğa ulaşmak
sentenced,mahkum
fierce,şiddetli
scam,sahtekarlık
hollow,oyuk
anton,anton
hoo,hoo
concentration,konsantrasyon
presume,varsaymak
invest,yatırım
eleanor,Eleanor
radical,radikal
protective,koruyucu
smiles,gülümsüyor
stunning,çekici
frustrated,hüsrana uğramış
suspenseful,şüpheli
breed,yavrulamak
adore,tapıyorum
controlling,kontrol etmek
reagan,reagan
pasta,makarna
precinct,bölge
swallowed,yutuldu
execute,uygulamak
4th,4.
towels,havlu
architect,mimar
delta,delta
honks,kornalar
whoo-hoo,hoo-hoo
preserve,korumak
dose,doz
stove,soba
codes,kodlar
instantly,aniden
bugger,herif
vivian,canlı
yoon,Yoon
doo,kaka
haul,çekmek
orphanage,yetimhane
bolt,sürgü
autograph,imza
sharply,keskin bir şekilde
habits,alışkanlıklar
villagers,köylüler
cracks,çatlaklar
dwight,Dwight
omar,Ömer
assembly,toplantı
meds,ilaçlar
marge,kenar boşluğu
magnetic,manyetik
romans,Romalılar
joshua,Joshua
sorted,sıralanmış
assets,varlıklar
insulted,hakaret
outstanding,üstün
essence,öz
wardrobe,gardırop
ling,ling
nam,isim
benson,benson
restaurants,restoranlar
disco,disko
flirting,flört etmek
abilities,yetenekler
dolly,oyuncak bebek
handful,avuç
mice,fareler
pumpkin,kabak
bennett,Bennett
sweating,terleme
anchor,çapa
thankful,müteşekkir
interior,iç mekan
moore,Moore
urge,dürtü
surrounding,çevreleyen
strain,gerilmek
curtains,perdeler
gypsy,Çingene
tomato,domates
blanche,beyazlamak
bonds,tahviller
compassion,merhamet
greece,Yunanistan
ceo,CEO
arabic,Arapça
examination,muayene
participate,katılmak
veins,damarlar
cups,bardak
additional,ek olarak
sofia,Sofya
obsession,takıntı
responsibilities,sorumluluklar
ridge,sırt
intent,niyet
axe,balta
reckless,pervasız
missiles,füzeler
razor,jilet
corners,köşeler
frightening,korkutucu
rains,yağmurlar
mutant,mutant
wally,duvar gibi
whereas,halbuki
heavenly,göksel
promoted,terfi ettirildi
dang,kahretsin
maiden,kızlık
comments,yorumlar
batteries,piller
bark,havlamak
seas,denizler
congressman,kongre üyesi
canyon,kanyon
casual,gündelik
rack,raf
expectations,beklentiler
flowing,akan
adjust,ayarlamak
decade,on yıl
pine,çam
tails,kuyruklar
baxter,Baxter
wires,teller
pigeon,güvercin
finance,finans
respectable,saygın
demonstration,gösteri
prank,şaka
appointed,atanmış
treason,ihanet
views,görünümler
violin,keman
stir,karıştırmak
lifestyle,yaşam tarzı
realm,bölge
monty,Monty
roosevelt,kuş tüyü
missy,hanımefendi
fitting,uydurma
señor,senyör
tuna,ton balığı
